emoji_slug_hash,emoji_slug,image_type,filename,file_path,exists
-4030346700384456792,man-playing-water-polo-medium-dark-skin-tone,ms-fluentui,person_playing_water_polo_flat_medium-dark.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-playing-water-polo-medium-dark-skin-tone/person_playing_water_polo_flat_medium-dark.webp,no
-4307050614606858729,man-playing-water-polo-medium-light-skin-tone,ms-fluentui,person_playing_water_polo_flat_light.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-playing-water-polo-medium-light-skin-tone/person_playing_water_polo_flat_light.webp,no
5818246853863735028,man-playing-water-polo-medium-skin-tone,ms-fluentui,person_playing_water_polo_flat_medium.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-playing-water-polo-medium-skin-tone/person_playing_water_polo_flat_medium.webp,no
-3063567777332416901,man-police-officer,ms-fluentui,man_police_officer_high_contrast_default.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-police-officer/man_police_officer_high_contrast_default.webp,no
976910639311599545,man-police-officer-dark-skin-tone,ms-fluentui,police_officer_flat_dark.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-police-officer-dark-skin-tone/police_officer_flat_dark.webp,no
157300252947540487,man-police-officer-light-skin-tone,ms-fluentui,police_officer_flat_light.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-police-officer-light-skin-tone/police_officer_flat_light.webp,no
497277101530698934,man-police-officer-medium-dark-skin-tone,ms-fluentui,police_officer_flat_medium-dark.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-police-officer-medium-dark-skin-tone/police_officer_flat_medium-dark.webp,no
-6027702816298470994,man-police-officer-medium-light-skin-tone,ms-fluentui,police_officer_flat_light.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-police-officer-medium-light-skin-tone/police_officer_flat_light.webp,no
4332369500640285172,man-police-officer-medium-skin-tone,ms-fluentui,police_officer_flat_medium.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-police-officer-medium-skin-tone/police_officer_flat_medium.webp,no
1974052458310904522,man-pouting,ms-fluentui,man_pouting_high_contrast_default.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-pouting/man_pouting_high_contrast_default.webp,no
547390319410797552,man-pouting-dark-skin-tone,ms-fluentui,person_pouting_flat_dark.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-pouting-dark-skin-tone/person_pouting_flat_dark.webp,no
5519648783249346724,man-pouting-light-skin-tone,ms-fluentui,person_pouting_flat_light.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-pouting-light-skin-tone/person_pouting_flat_light.webp,no
2401276898633908202,man-pouting-medium-dark-skin-tone,ms-fluentui,person_pouting_flat_medium-dark.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-pouting-medium-dark-skin-tone/person_pouting_flat_medium-dark.webp,no
6044653332182126095,man-pouting-medium-light-skin-tone,ms-fluentui,person_pouting_flat_light.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-pouting-medium-light-skin-tone/person_pouting_flat_light.webp,no
-909198293305464938,man-pouting-medium-skin-tone,ms-fluentui,person_pouting_flat_medium.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-pouting-medium-skin-tone/person_pouting_flat_medium.webp,no
-7885807660451973476,man-raising-hand,ms-fluentui,man_raising_hand_high_contrast_default.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-raising-hand/man_raising_hand_high_contrast_default.webp,no
-6542443842849375081,man-raising-hand-dark-skin-tone,ms-fluentui,person_raising_hand_flat_dark.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-raising-hand-dark-skin-tone/person_raising_hand_flat_dark.webp,no
-658800255330754371,man-raising-hand-light-skin-tone,ms-fluentui,person_raising_hand_flat_light.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-raising-hand-light-skin-tone/person_raising_hand_flat_light.webp,no
4203736199444824621,man-raising-hand-medium-dark-skin-tone,ms-fluentui,person_raising_hand_flat_medium-dark.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-raising-hand-medium-dark-skin-tone/person_raising_hand_flat_medium-dark.webp,no
8075811271121498496,man-raising-hand-medium-light-skin-tone,ms-fluentui,person_raising_hand_flat_light.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-raising-hand-medium-light-skin-tone/person_raising_hand_flat_light.webp,no
-6464841195605479639,man-raising-hand-medium-skin-tone,ms-fluentui,person_raising_hand_flat_medium.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-raising-hand-medium-skin-tone/person_raising_hand_flat_medium.webp,no
1842680628972977227,man-red-hair,ms-fluentui,man_red_hair_high_contrast_default.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-red-hair/man_red_hair_high_contrast_default.webp,no
-989077765962977034,man-rowing-boat,ms-fluentui,man_rowing_boat_high_contrast_default.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-rowing-boat/man_rowing_boat_high_contrast_default.webp,no
5294249158751251412,man-rowing-boat-dark-skin-tone,ms-fluentui,person_rowing_boat_flat_dark.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-rowing-boat-dark-skin-tone/person_rowing_boat_flat_dark.webp,no
401015702401829587,man-rowing-boat-light-skin-tone,ms-fluentui,person_rowing_boat_flat_light.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-rowing-boat-light-skin-tone/person_rowing_boat_flat_light.webp,no
-5398913581836654015,man-rowing-boat-medium-dark-skin-tone,ms-fluentui,person_rowing_boat_flat_medium-dark.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-rowing-boat-medium-dark-skin-tone/person_rowing_boat_flat_medium-dark.webp,no
5189699710199745696,man-rowing-boat-medium-light-skin-tone,ms-fluentui,person_rowing_boat_flat_light.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-rowing-boat-medium-light-skin-tone/person_rowing_boat_flat_light.webp,no
1958096551093804520,man-rowing-boat-medium-skin-tone,ms-fluentui,person_rowing_boat_flat_medium.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-rowing-boat-medium-skin-tone/person_rowing_boat_flat_medium.webp,no
-757966764782723068,man-running,ms-fluentui,man_running_high_contrast_default.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-running/man_running_high_contrast_default.webp,no
3673217318510145680,man-running-dark-skin-tone,ms-fluentui,person_running_flat_dark.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-running-dark-skin-tone/person_running_flat_dark.webp,no
5886065019652490707,man-running-facing-right,ms-fluentui,man_running_facing_right_high_contrast_default.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-running-facing-right/man_running_facing_right_high_contrast_default.webp,no
3807373253629835033,man-running-light-skin-tone,ms-fluentui,person_running_flat_light.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-running-light-skin-tone/person_running_flat_light.webp,no
4066437080629210846,man-running-medium-dark-skin-tone,ms-fluentui,person_running_flat_medium-dark.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-running-medium-dark-skin-tone/person_running_flat_medium-dark.webp,no
6293102499187174157,man-running-medium-light-skin-tone,ms-fluentui,person_running_flat_light.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-running-medium-light-skin-tone/person_running_flat_light.webp,no
7071025527048734797,man-running-medium-skin-tone,ms-fluentui,person_running_flat_medium.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-running-medium-skin-tone/person_running_flat_medium.webp,no
7807985742845340493,man-scientist,ms-fluentui,man_scientist_high_contrast_default.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-scientist/man_scientist_high_contrast_default.webp,no
-518294155412884335,man-scientist-dark-skin-tone,ms-fluentui,man_flat_dark.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-scientist-dark-skin-tone/man_flat_dark.webp,no
7651279950002772178,man-scientist-light-skin-tone,ms-fluentui,man_flat_light.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-scientist-light-skin-tone/man_flat_light.webp,no
-7290966189810635550,man-scientist-medium-dark-skin-tone,ms-fluentui,man_flat_medium-dark.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-scientist-medium-dark-skin-tone/man_flat_medium-dark.webp,no
5411780452243806861,man-scientist-medium-light-skin-tone,ms-fluentui,man_flat_light.webp,/home/lovestaco/hex/fdt-templ/public/emojis/man-scientist-medium-light-skin-tone/man_flat_light.webp,no
