emoji_slug_hash,emoji_slug,filename,image_type,emoji_slug_only_hash,reason
-2045801910536539121,minibus,minibus_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
2159404264554036601,minus,minus_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
3395141584191591331,mirror,mirror_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-319999837491258752,mirror-ball,mirror_ball_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
4817030764005065858,moai,moai_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
5865911772102036115,mobile-phone,mobile_phone_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
8052150856066621970,mobile-phone-off,mobile_phone_off_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1063618818404559929,mobile-phone-with-arrow,mobile_phone_with_arrow_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
88539533591619532,money-bag,money_bag_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-2271902437141541837,money-mouth-face,money-mouth_face_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
2121432012824156068,money-with-wings,money_with_wings_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1014963090393645992,monkey,monkey_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-3895733409607946641,monkey-face,monkey_face_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1731022982688072823,monorail,monorail_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-206239412565697266,moon-cake,moon_cake_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
5606306928465820668,moon-viewing-ceremony,moon_viewing_ceremony_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
103801715092999316,moose,moose_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
5397228073759618513,mosque,mosque_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-348003309889982367,mosquito,mosquito_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
7378434516790191184,motor-boat,motor_boat_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
3101011581038136649,motor-scooter,motor_scooter_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
7136738709393278110,motorcycle,motorcycle_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-1983314842738845597,motorized-wheelchair,motorized_wheelchair_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1856390635129197798,motorway,motorway_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
138676391811682272,mount-fuji,mount_fuji_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
7293192052903666237,mountain,mountain_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-339196852056622841,mountain-cableway,mountain_cableway_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
4160285015792877940,mountain-railway,mountain_railway_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
9041473815950892942,mouse,mouse_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1040262478885222644,mouse-face,mouse_face_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
8033514071896020390,mouse-trap,mouse_trap_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1839651949373824330,mouth,mouth_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-962967681078309189,movie-camera,movie_camera_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-7704693764977673621,mrs-claus,mrs_claus_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
5775704414532859325,mrs-claus-dark-skin-tone,mrs_claus_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
1392738361723922451,mrs-claus-light-skin-tone,mrs_claus_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-6633034748289516830,mrs-claus-medium-dark-skin-tone,mrs_claus_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
4483835144690856600,mrs-claus-medium-light-skin-tone,mrs_claus_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-2345523123901317389,mrs-claus-medium-skin-tone,mrs_claus_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
8371217213807312794,multiply,multiply_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-6333250654374638964,mushroom,mushroom_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-8701625559739653809,musical-keyboard,musical_keyboard_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
2405882734235580769,musical-note,musical_note_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
3082465650981089635,musical-notes,musical_notes_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-6378458328410578809,musical-score,musical_score_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1855495657349020510,muted-speaker,muted_speaker_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
5042322043100064872,mx-claus,mx_claus_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
2652203820873804192,nail-polish,nail_polish_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
6878824506231614343,nail-polish-dark-skin-tone,nail_polish_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
767599816179616133,nail-polish-light-skin-tone,nail_polish_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-2975133103258528643,nail-polish-medium-dark-skin-tone,nail_polish_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
7836132456723931829,nail-polish-medium-light-skin-tone,nail_polish_flat_light.webp,ms-fluentui,,not_found_in_backup_db
2685818480585424896,nail-polish-medium-skin-tone,nail_polish_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
7814952029447770096,name-badge,name_badge_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-3295293334325014844,national-park,national_park_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
2516159360007365806,nauseated-face,nauseated_face_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-8070521877876583030,nazar-amulet,nazar_amulet_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-3987358464825827948,necktie,necktie_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-5884137756331785965,nerd-face,nerd_face_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-8867383575860526892,nest-with-eggs,nest_with_eggs_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1112118035499307838,nesting-dolls,nesting_dolls_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
7822371361672595729,neutral-face,neutral_face_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-6389974931069982339,new-button,new_button_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-7254291130683854319,new-moon,new_moon_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-2985601825867886108,new-moon-face,new_moon_face_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1999675383486533003,newspaper,newspaper_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-8685283903442785709,next-track-button,next_track_button_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
3277338867645182647,ng-button,ng_button_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
5036055470333367466,night-with-stars,night_with_stars_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-1420401484594062418,nine-oclock,nine_oclock_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-2910467742727922208,nine-thirty,nine-thirty_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
5835642638259757447,ninja,ninja_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-1833351413618910467,no-bicycles,no_bicycles_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
7445202850405165787,no-entry,no_entry_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
6776764325947575097,no-littering,no_littering_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
5545556776345942523,no-mobile-phones,no_mobile_phones_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-4295834984452437991,no-one-under-eighteen,no_one_under_eighteen_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1240445824508253628,no-pedestrians,no_pedestrians_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-4681646985953580405,no-smoking,no_smoking_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-4676557048625436892,non-potable-water,non-potable_water_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-4414701863637468099,nose,nose_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
4215639538916781636,nose-dark-skin-tone,nose_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
-9044599596158924541,nose-light-skin-tone,nose_flat_light.webp,ms-fluentui,,not_found_in_backup_db
2928820581791982260,nose-medium-dark-skin-tone,nose_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
-7998280935224474623,nose-medium-light-skin-tone,nose_flat_light.webp,ms-fluentui,,not_found_in_backup_db
1832080035071205736,nose-medium-skin-tone,nose_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
-1534696401187217655,notebook,notebook_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
9045228552863490746,notebook-with-decorative-cover,notebook_with_decorative_cover_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-3710635270705745736,nut-and-bolt,nut_and_bolt_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-4930221122160861322,o-button-blood-type,o_button_(blood_type)_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
8815857192022402437,octopus,octopus_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-5489004926791257261,oden,oden_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-2893959770939319758,office-building,office_building_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-5225167018722469214,office-worker,office_worker_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
4884014725561921216,ogre,ogre_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
684538144538573322,oil-drum,oil_drum_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-6620701462074561545,ok-button,ok_button_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-2337925072415523098,ok-hand,ok_hand_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
6639747013138719243,ok-hand-dark-skin-tone,ok_hand_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
2041988021724441376,ok-hand-light-skin-tone,ok_hand_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-5159880236081416221,ok-hand-medium-dark-skin-tone,ok_hand_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
-6442110742022303969,ok-hand-medium-light-skin-tone,ok_hand_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-7672451097708098645,ok-hand-medium-skin-tone,ok_hand_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
441824898469933941,old-key,old_key_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
961417031745016446,old-man,old_man_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-4984038424122200065,old-man-dark-skin-tone,old_man_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
8859248342291603833,old-man-light-skin-tone,old_man_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-2078364172070865348,old-man-medium-dark-skin-tone,old_man_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
-6462853440761853323,old-man-medium-light-skin-tone,old_man_flat_light.webp,ms-fluentui,,not_found_in_backup_db
7397708369919578273,old-man-medium-skin-tone,old_man_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
-9001533023549271315,old-woman,old_woman_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
8612367305606846661,old-woman-dark-skin-tone,old_woman_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
9190378419194034151,old-woman-light-skin-tone,old_woman_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-1027057444118241593,old-woman-medium-dark-skin-tone,old_woman_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
4540291779979860509,old-woman-medium-light-skin-tone,old_woman_flat_light.webp,ms-fluentui,,not_found_in_backup_db
4005194113709332480,old-woman-medium-skin-tone,old_woman_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
-4641153588266887966,older-person,older_person_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-7401118130010472456,olive,olive_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
3412167290904082882,om,om_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-9062169471602147692,on-arrow,on!_arrow_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
90963717986689907,oncoming-automobile,oncoming_automobile_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
6353212140325907491,oncoming-bus,oncoming_bus_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
8884152175578384684,oncoming-fist,oncoming_fist_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
9072233828797992051,oncoming-fist-dark-skin-tone,oncoming_fist_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
-8459945988162214551,oncoming-fist-light-skin-tone,oncoming_fist_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-5220691761355080091,oncoming-fist-medium-dark-skin-tone,oncoming_fist_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
7180588337996214540,oncoming-fist-medium-light-skin-tone,oncoming_fist_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-2190780273717989030,oncoming-fist-medium-skin-tone,oncoming_fist_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
-2106294319882755872,oncoming-police-car,oncoming_police_car_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-7439876281709707123,oncoming-taxi,oncoming_taxi_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
2190602978786309109,one-oclock,one_oclock_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-7570612446317169304,one-piece-swimsuit,one-piece_swimsuit_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-1362832754936617149,one-thirty,one-thirty_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-80370238127814669,onion,onion_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-4186431491116294552,open-book,open_book_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-7776099136680024260,open-file-folder,open_file_folder_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
3457467963183084906,open-hands,open_hands_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-4227393386561452714,open-hands-dark-skin-tone,open_hands_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
26072179694802697,open-hands-light-skin-tone,open_hands_flat_light.webp,ms-fluentui,,not_found_in_backup_db
5795906307373205743,open-hands-medium-dark-skin-tone,open_hands_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
-6588771245939615196,open-hands-medium-light-skin-tone,open_hands_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-7308094512347724463,open-hands-medium-skin-tone,open_hands_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
-8502203277652254032,open-mailbox-with-lowered-flag,open_mailbox_with_lowered_flag_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1506951653556265746,open-mailbox-with-raised-flag,open_mailbox_with_raised_flag_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-8866567507510291181,ophiuchus,ophiuchus_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-687396203383107511,optical-disk,optical_disk_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-4359365773598154692,orange-book,orange_book_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
5778664177688957912,orange-heart,orange_heart_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
3081593871287019497,orangutan,orangutan_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
6752947389465919668,orthodox-cross,orthodox_cross_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-5040077399391771716,otter,otter_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-910521989085410893,outbox-tray,outbox_tray_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
2150319956337902104,owl,owl_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-879815528923956913,ox,ox_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-6285070556816011933,oyster,oyster_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-9211668656009997812,p-button,p_button_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
5341701002760875280,package,package_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
3029977155283265883,page-facing-up,page_facing_up_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-5428429020539300653,page-with-curl,page_with_curl_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
4966432580633744390,pager,pager_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-5956478762072038314,paintbrush,paintbrush_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
5841689367962694189,palm-down-hand,palm_down_hand_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
3992976670110037941,palm-tree,palm_tree_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-3183744037123301965,palm-up-hand,palm_up_hand_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-7833047076812402883,palms-up-together,palms_up_together_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
472398371798810589,pancakes,pancakes_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-5210122622977840644,panda,panda_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
939078796469368542,paperclip,paperclip_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-7684474301227464805,parachute,parachute_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-8059259803120571873,parrot,parrot_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-5380825734209716422,part-alternation-mark,part_alternation_mark_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
5231030461500217360,party-popper,party_popper_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
7135856197221399738,partying-face,partying_face_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-7008347206478060947,passenger-ship,passenger_ship_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1585193919374829184,passport-control,passport_control_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1600717607554896905,pause-button,pause_button_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
4276894392461372996,paw-prints,paw_prints_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
4614367699929685857,pea-pod,pea_pod_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-5401326480124601028,peace-symbol,peace_symbol_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
26145585217987344,peach,peach_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-4612882769257679516,peacock,peacock_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
2089554140832247017,peanuts,peanuts_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
4717721543699899112,pear,pear_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-484361954519504044,pen,pen_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
3109705638485881335,pencil,pencil_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
1401838212633648998,penguin,penguin_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
2106870946548304127,pensive-face,pensive_face_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-2072908930689173138,people-holding-hands,person_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
6607531328142438368,people-hugging,people_hugging_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-3764615690594259271,people-with-bunny-ears,woman_with_bunny_ears_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-6155224927519670044,people-wrestling,person_wrestling_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
-8556571199419670112,performing-arts,performing_arts_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
3057830012601913600,persevering-face,persevering_face_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
8550364953547690111,person,person_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
2908507853797158864,person-bald,person_bald_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-5570426741748924356,person-biking,person_biking_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-2927427215806669000,person-biking-dark-skin-tone,person_biking_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
1479815315180988856,person-biking-light-skin-tone,person_biking_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-182088369318945056,person-biking-medium-dark-skin-tone,person_biking_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
-6034414941960057327,person-biking-medium-light-skin-tone,person_biking_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-321515691078347456,person-biking-medium-skin-tone,person_biking_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
-6212879172340629453,person-blond-hair,person_blonde_hair_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-4203938015417213095,person-bouncing-ball,person_bouncing_ball_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-159553897020833375,person-bowing,person_bowing_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
5953662559645232372,person-bowing-dark-skin-tone,person_bowing_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
6963242639012812632,person-bowing-light-skin-tone,person_bowing_flat_light.webp,ms-fluentui,,not_found_in_backup_db
170876157695843857,person-bowing-medium-dark-skin-tone,person_bowing_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
8499560816283761032,person-bowing-medium-light-skin-tone,person_bowing_flat_light.webp,ms-fluentui,,not_found_in_backup_db
1885214727060959782,person-bowing-medium-skin-tone,person_bowing_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
8828469932658211124,person-cartwheeling,person_cartwheeling_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-4938940727076654030,person-cartwheeling-dark-skin-tone,person_cartwheeling_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
-9019979129790378316,person-cartwheeling-light-skin-tone,person_cartwheeling_flat_light.webp,ms-fluentui,,not_found_in_backup_db
6043825338163576734,person-cartwheeling-medium-dark-skin-tone,person_cartwheeling_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
2889401752920571354,person-cartwheeling-medium-light-skin-tone,person_cartwheeling_flat_light.webp,ms-fluentui,,not_found_in_backup_db
7570025516942594497,person-cartwheeling-medium-skin-tone,person_cartwheeling_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
-3122140143257768316,person-climbing,person_climbing_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-4458933246466591036,person-curly-hair,person_curly_hair_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-4753854926967799887,person-dark-skin-tone-blond-hair,person_blonde_hair_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
-3740147034040760203,person-facepalming,person_facepalming_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-2939874640737711238,person-facepalming-dark-skin-tone,person_facepalming_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
-4926663304577882438,person-facepalming-light-skin-tone,person_facepalming_flat_light.webp,ms-fluentui,,not_found_in_backup_db
3457327161100866022,person-facepalming-medium-dark-skin-tone,person_facepalming_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
-8551216920810893279,person-facepalming-medium-light-skin-tone,person_facepalming_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-2873673538307051342,person-facepalming-medium-skin-tone,person_facepalming_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
-7253947162895504606,person-feeding-baby,person_feeding_baby_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
8363615790989775711,person-fencing,person_fencing_high_contrast.webp,ms-fluentui,,not_found_in_backup_db
8462685839129720328,person-frowning,person_frowning_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-2534016229416961233,person-frowning-dark-skin-tone,person_frowning_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
-1945071690912379178,person-frowning-light-skin-tone,person_frowning_flat_light.webp,ms-fluentui,,not_found_in_backup_db
6510811463187006784,person-frowning-medium-dark-skin-tone,person_frowning_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
-1485351671695023729,person-frowning-medium-light-skin-tone,person_frowning_flat_light.webp,ms-fluentui,,not_found_in_backup_db
7865196976450384469,person-frowning-medium-skin-tone,person_frowning_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
-2714436210363531137,person-gesturing-no,person_gesturing_no_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
4271642674615298514,person-gesturing-no-dark-skin-tone,person_gesturing_no_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
-8593324234509434450,person-gesturing-no-light-skin-tone,person_gesturing_no_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-6138961525240898455,person-gesturing-no-medium-dark-skin-tone,person_gesturing_no_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
-7603733093935980931,person-gesturing-no-medium-light-skin-tone,person_gesturing_no_flat_light.webp,ms-fluentui,,not_found_in_backup_db
6041701031732038114,person-gesturing-no-medium-skin-tone,person_gesturing_no_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
-8742242672795166264,person-gesturing-ok,person_gesturing_ok_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
4106136939943442325,person-gesturing-ok-dark-skin-tone,person_gesturing_ok_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
1696813896458138473,person-gesturing-ok-light-skin-tone,person_gesturing_ok_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-1929748446197161678,person-gesturing-ok-medium-dark-skin-tone,person_gesturing_ok_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
8246686750921687441,person-gesturing-ok-medium-light-skin-tone,person_gesturing_ok_flat_light.webp,ms-fluentui,,not_found_in_backup_db
8313527922185048094,person-gesturing-ok-medium-skin-tone,person_gesturing_ok_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
-6043745605584688587,person-getting-haircut,person_getting_haircut_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-5452637902325542270,person-getting-haircut-dark-skin-tone,person_getting_haircut_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
-5913323826237259550,person-getting-haircut-light-skin-tone,person_getting_haircut_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-2394231338911889791,person-getting-haircut-medium-dark-skin-tone,person_getting_haircut_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
-1292902669249459450,person-getting-haircut-medium-light-skin-tone,person_getting_haircut_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-6035197647125857918,person-getting-haircut-medium-skin-tone,person_getting_haircut_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
-648488555152953061,person-getting-massage,person_getting_massage_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-5735034313628991659,person-getting-massage-dark-skin-tone,person_getting_massage_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
3092106314209829593,person-getting-massage-light-skin-tone,person_getting_massage_flat_light.webp,ms-fluentui,,not_found_in_backup_db
-6626489609166953149,person-getting-massage-medium-dark-skin-tone,person_getting_massage_flat_medium-dark.webp,ms-fluentui,,not_found_in_backup_db
3804720257640079080,person-getting-massage-medium-light-skin-tone,person_getting_massage_flat_light.webp,ms-fluentui,,not_found_in_backup_db
5896470336944788115,person-getting-massage-medium-skin-tone,person_getting_massage_flat_medium.webp,ms-fluentui,,not_found_in_backup_db
-3958897942049712896,person-golfing,person_golfing_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
-3458585820730079415,person-in-bed,person_in_bed_high_contrast_default.webp,ms-fluentui,,not_found_in_backup_db
8254471018019541256,person-in-bed-dark-skin-tone,person_in_bed_flat_dark.webp,ms-fluentui,,not_found_in_backup_db
-6573609851467875456,person-in-bed-light-skin-tone,person_in_bed_flat_light.webp,ms-fluentui,,not_found_in_backup_db
